"INTNR","kvotgrupp","BG_COUNTRY","BG_Gender","BG_Age","AGE_ITA","MUN_ITA","NUTS2","lik_airp","imp_ind_airp","imp_oth_airp","prep_aut_airp","prep_ind_airp","know_aut_airp","know_ind_airp","exper_airp","work","education","income","politic","smoke","lik_airp_rel","imp_ind_airp_rel","we","PM10_mean"
808,"Sverige riksrep",0,1,"0",NA,NA,4,2,3,3,3,2,2,2,0,1,1,1,0,0,0.833333333333333,1,0.767350929,16.4057161730772
761,"Sverige riksrep",0,1,"1",NA,NA,5,5,4,4,2,2,3,2,1,1,1,1,2,0,2.17391304347826,1.14285714285714,0.767350929,14.7177368200511
1189,"Sverige riksrep",0,0,"1",NA,NA,7,3,4,5,2,2,3,2,1,1,1,1,0,0,1.15384615384615,1.14285714285714,0.767350929,13.5793528618802
1769,"Sverige riksrep",0,1,"1",NA,NA,5,3,2,2,2,2,2,2,0,1,1,1,2,0,1.5,0.869565217391304,0.767350929,14.7177368200511
1115,"Sverige riksrep",0,0,"2",NA,NA,8,5,5,5,3,1,3,2,0,0,1,1,0,0,2,1.66666666666667,0.767350929,10.7438142189873
731,"Sverige riksrep",0,0,"1",NA,NA,8,5,3,5,2,1,3,1,1,1,1,1,1,0,1.5625,0.833333333333333,0.767350929,10.7438142189873
1737,"Sverige riksrep",0,0,"1",NA,NA,4,4,5,5,2,1,2,1,0,1,0,1,2,0,1.66666666666667,1.51515151515152,0.767350929,16.4057161730772
1334,"Sverige riksrep",0,1,"2",NA,NA,6,2,3,4,2,3,2,2,0,0,0,1,2,0,1.05263157894737,1.11111111111111,0.767350929,14.0101476731281
2433,"Sverige riksrep",0,1,"2",NA,NA,6,4,3,4,3,3,3,3,0,0,1,1,1,0,1.53846153846154,0.967741935483871,0.767350929,14.0101476731281
1950,"Sverige riksrep",0,1,"1",NA,NA,2,3,4,4,3,3,4,3,1,1,0,1,1,0,1.875,1.21212121212121,0.767350929,11.9524328515264
1423,"Sverige riksrep",0,1,"1",NA,NA,4,5,3,4,2,2,3,5,1,1,1,1,2,0,3.125,1.42857142857143,0.767350929,16.4057161730772
2326,"Sverige riksrep",0,0,"0",NA,NA,2,4,4,5,3,1,3,3,1,0,0,0,2,0,1.14285714285714,0.952380952380952,0.767350929,11.9524328515264
1157,"Sverige riksrep",0,1,"1",NA,NA,6,4,5,5,3,1,3,3,0,1,0,1,1,0,1.66666666666667,1.11111111111111,0.767350929,14.0101476731281
1953,"Sverige riksrep",0,0,"1",NA,NA,8,5,5,5,2,1,2,2,1,1,1,1,1,0,2,1.13636363636364,0.767350929,10.7438142189873
1805,"Sverige riksrep",0,1,"1",NA,NA,6,3,3,4,3,3,3,3,NA,NA,1,1,1,0,1.11111111111111,1,0.767350929,14.0101476731281
796,"Sverige riksrep",0,0,"1",NA,NA,5,3,5,4,4,3,3,1,0,1,0,1,2,0,1.11111111111111,1.92307692307692,0.767350929,14.7177368200511
764,"Sverige riksrep",0,0,"1",NA,NA,4,5,2,4,4,2,3,2,1,1,1,1,2,0,1.53846153846154,0.952380952380952,0.767350929,16.4057161730772
839,"Sverige riksrep",0,1,"1",NA,NA,4,4,4,5,3,2,3,3,1,1,0,1,2,0,2.35294117647059,2,0.767350929,16.4057161730772
2258,"Sverige riksrep",0,1,"1",NA,NA,6,4,4,4,3,2,3,1,0,1,0,1,1,0,2.22222222222222,2.5,0.767350929,14.0101476731281
579,"Sverige riksrep",0,1,"0",NA,NA,5,1,2,3,3,1,3,2,0,1,1,1,2,0,0.588235294117647,1.11111111111111,0.767350929,14.7177368200511
969,"Sverige riksrep",0,0,"1",NA,NA,5,4,3,3,2,1,2,2,1,1,1,1,2,0,1.9047619047619,0.833333333333333,0.767350929,14.7177368200511
1000,"Sverige riksrep",0,1,"1",NA,NA,6,2,1,1,2,1,3,2,0,1,1,1,2,0,1.25,0.769230769230769,0.767350929,14.0101476731281
2208,"Sverige riksrep",0,0,"0",NA,NA,5,3,4,3,2,1,3,3,1,1,0,1,2,0,0.967741935483871,1.33333333333333,0.767350929,14.7177368200511
824,"Sverige riksrep",0,1,"2",NA,NA,5,2,3,4,3,3,3,3,1,0,1,1,1,0,1.17647058823529,1.11111111111111,0.767350929,14.7177368200511
1406,"Sverige riksrep",0,0,"2",NA,NA,5,5,5,5,3,4,3,5,1,0,1,1,1,0,2.27272727272727,1.25,0.767350929,14.7177368200511
707,"Sverige riksrep",0,0,"0",NA,NA,8,3,4,4,4,3,5,2,0,1,1,1,1,0,1.11111111111111,1.21212121212121,0.767350929,10.7438142189873
667,"Sverige riksrep",0,0,"1",NA,NA,2,4,4,4,2,3,3,4,1,1,1,1,1,0,1.66666666666667,1.18518518518519,0.767350929,11.9524328515264
1226,"Sverige riksrep",0,1,"2",NA,NA,5,2,2,3,3,3,3,3,0,0,0,1,2,0,1.25,1.53846153846154,0.767350929,14.7177368200511
1074,"Sverige riksrep",0,1,"1",NA,NA,3,2,2,3,2,1,2,2,1,1,0,1,2,0,2,1.17647058823529,0.767350929,16.6131092862998
2535,"Sverige riksrep",0,0,"0",NA,NA,5,5,3,3,2,2,2,2,1,1,1,1,1,0,1.85185185185185,1.25,0.767350929,14.7177368200511
2461,"Sverige riksrep",0,0,"1",NA,NA,7,4,4,5,3,2,3,2,0,1,0,1,1,0,1.53846153846154,1.05263157894737,0.767350929,13.5793528618802
634,"Sverige riksrep",0,0,"1",NA,NA,2,4,3,3,3,3,3,3,1,1,0,1,0,0,1.37931034482759,1.07142857142857,0.767350929,11.9524328515264
2328,"Sverige riksrep",0,0,"0",NA,NA,4,3,3,3,3,3,3,2,0,1,0,1,NA,0,1.36363636363636,0.9375,0.767350929,16.4057161730772
2119,"Sverige riksrep",0,0,"2",NA,NA,5,5,5,5,3,3,3,5,NA,0,0,1,1,1,2.27272727272727,1.5625,0.767350929,14.7177368200511
1149,"Sverige riksrep",0,1,"0",NA,NA,8,3,NA,3,2,NA,2,NA,1,1,0,1,2,0,1.57894736842105,NA,0.767350929,10.7438142189873
1166,"Sverige riksrep",0,0,"1",NA,NA,4,4,5,5,3,3,3,4,1,1,1,1,0,0,1.42857142857143,1.28205128205128,0.767350929,16.4057161730772
664,"Sverige riksrep",0,1,"2",NA,NA,2,5,3,3,4,2,3,2,0,0,0,1,2,0,2.38095238095238,1.03448275862069,0.767350929,11.9524328515264
1829,"Sverige riksrep",0,0,"1",NA,NA,5,3,3,3,2,1,1,1,0,1,1,1,1,0,1.07142857142857,1.11111111111111,0.767350929,14.7177368200511
1351,"Sverige riksrep",0,0,"1",NA,NA,6,5,5,5,4,2,4,2,1,1,1,1,1,0,1.72413793103448,1.78571428571429,0.767350929,14.0101476731281
1228,"Sverige riksrep",0,0,"0",NA,NA,5,5,3,3,3,1,2,2,1,1,1,1,1,0,2.5,1.15384615384615,0.767350929,14.7177368200511
1787,"Sverige riksrep",0,0,"1",NA,NA,5,3,3,2,2,3,2,2,0,1,1,1,2,0,1.11111111111111,1.15384615384615,0.767350929,14.7177368200511
2319,"Sverige riksrep",0,0,"0",NA,NA,4,3,4,4,3,3,2,3,0,1,1,1,2,1,1.22727272727273,1.125,0.767350929,16.4057161730772
705,"Sverige riksrep",0,0,"1",NA,NA,5,5,3,3,3,1,2,1,1,1,1,1,2,0,2.5,1.875,0.767350929,14.7177368200511
813,"Sverige riksrep",0,0,"1",NA,NA,6,4,5,5,4,2,4,NA,1,1,1,1,2,0,1.42857142857143,1.34615384615385,0.767350929,14.0101476731281
1080,"Sverige riksrep",0,1,"0",NA,NA,4,4,3,3,2,2,2,2,0,0,1,0,2,0,1.37931034482759,0.967741935483871,0.767350929,16.4057161730772
735,"Sverige riksrep",0,0,"2",NA,NA,5,5,5,5,2,2,2,2,0,0,0,0,2,0,1.38888888888889,1.31578947368421,0.767350929,14.7177368200511
770,"Sverige riksrep",0,1,"2",NA,NA,7,4,4,4,3,NA,2,4,1,0,1,1,1,0,2,NA,0.767350929,13.5793528618802
2087,"Sverige riksrep",0,1,"0",NA,NA,5,5,4,4,4,2,5,3,1,1,1,1,1,0,2.17391304347826,1.29032258064516,0.767350929,14.7177368200511
25,"Sverige riksrep",0,0,"1",NA,NA,4,3,3,4,3,2,3,2,0,1,1,1,2,0,1.15384615384615,1.2,0.767350929,16.4057161730772
1332,"Sverige riksrep",0,1,"1",NA,NA,4,3,3,2,2,2,2,2,0,1,1,1,2,0,1.66666666666667,1.875,0.767350929,16.4057161730772
1680,"Sverige riksrep",0,1,"2",NA,NA,8,5,5,5,4,3,4,4,1,0,0,0,1,0,2.17391304347826,1.85185185185185,0.767350929,10.7438142189873
2136,"Sverige riksrep",0,0,"0",NA,NA,6,5,5,5,1,1,4,3,1,1,1,0,1,0,1.47058823529412,1.16279069767442,0.767350929,14.0101476731281
1926,"Sverige riksrep",0,0,"0",NA,NA,3,2,1,2,2,NA,3,2,0,1,1,1,0,0,1.06666666666667,0.476190476190476,0.767350929,16.6131092862998
2417,"Sverige riksrep",0,1,"0",NA,NA,5,4,3,4,3,2,3,2,1,1,1,1,1,0,1.9047619047619,1.58823529411765,0.767350929,14.7177368200511
867,"Sverige riksrep",0,1,"0",NA,NA,5,4,3,4,3,1,4,3,1,1,0,0,1,0,1.73913043478261,1.25,0.767350929,14.7177368200511
1077,"Sverige riksrep",0,1,"0",NA,NA,5,3,5,5,3,2,2,1,0,1,1,1,1,0,1.36363636363636,1.25,0.767350929,14.7177368200511
2407,"Sverige riksrep",0,1,"0",NA,NA,5,3,3,3,4,3,5,2,0,1,1,1,1,0,1.57894736842105,1,0.767350929,14.7177368200511
1812,"Sverige riksrep",0,1,"0",NA,NA,8,4,3,3,3,1,5,1,1,1,1,1,1,1,1.6,1.08,0.767350929,10.7438142189873
1577,"Sverige riksrep",0,0,"0",NA,NA,7,NA,NA,NA,NA,NA,3,1,0,0,0,0,1,0,NA,NA,0.767350929,13.5793528618802
2508,"Sverige riksrep",0,1,"0",NA,NA,2,1,3,3,1,2,1,3,0,1,1,1,2,0,0.625,1.15384615384615,0.767350929,11.9524328515264
1216,"Sverige riksrep",0,1,"1",NA,NA,2,4,4,4,3,3,2,3,0,1,0,0,1,0,1.53846153846154,0.975609756097561,0.767350929,11.9524328515264
328,"Sverige riksrep",0,1,"1",NA,NA,3,4,4,3,1,3,2,2,0,1,0,1,2,0,1.66666666666667,1.25,0.767350929,16.6131092862998
885,"Sverige riksrep",0,0,"0",NA,NA,2,5,4,4,3,2,4,3,1,0,1,1,0,0,1.72413793103448,1.29032258064516,0.767350929,11.9524328515264
2430,"Sverige riksrep",0,1,"0",NA,NA,6,3,NA,NA,NA,NA,1,3,0,1,1,1,2,0,1.11111111111111,NA,0.767350929,14.0101476731281
26,"Sverige riksrep",0,0,"1",NA,NA,2,5,5,4,4,NA,4,3,1,1,1,1,1,0,1.5625,1.29032258064516,0.767350929,11.9524328515264
588,"Sverige riksrep",0,1,"1",NA,NA,6,3,3,3,2,1,3,2,1,1,1,1,2,0,1.76470588235294,0.833333333333333,0.767350929,14.0101476731281
2029,"Sverige riksrep",0,0,"0",NA,NA,2,4,3,5,1,1,1,1,0,1,1,1,1,0,1.42857142857143,0.967741935483871,0.767350929,11.9524328515264
786,"Sverige riksrep",0,0,"2",NA,NA,2,4,4,4,3,3,3,4,1,0,1,1,1,0,1.6,1.5,0.767350929,11.9524328515264
1541,"Sverige riksrep",0,1,"0",NA,NA,3,1,1,1,3,1,3,1,0,1,0,1,2,0,0.476190476190476,0.434782608695652,0.767350929,16.6131092862998
830,"Sverige riksrep",0,1,"1",NA,NA,2,5,3,4,3,3,2,3,1,1,1,1,0,0,1.61290322580645,1.2,0.767350929,11.9524328515264
1571,"Sverige riksrep",0,1,"2",NA,NA,5,4,4,4,4,1,4,1,1,0,0,1,0,0,2.10526315789474,1.33333333333333,0.767350929,14.7177368200511
1211,"Sverige riksrep",0,0,"1",NA,NA,5,3,4,5,3,3,4,3,1,1,1,1,2,0,1.66666666666667,1.25,0.767350929,14.7177368200511
381,"Sverige riksrep",0,0,"0",NA,NA,4,5,4,5,3,3,4,4,1,1,1,1,1,0,1.66666666666667,1.21212121212121,0.767350929,16.4057161730772
2115,"Sverige riksrep",0,0,"0",NA,NA,2,1,3,4,3,2,3,2,0,1,1,1,2,0,0.384615384615385,0.833333333333333,0.767350929,11.9524328515264
891,"Sverige riksrep",0,0,"1",NA,NA,2,5,4,4,3,1,3,2,0,1,0,1,2,0,2,0.952380952380952,0.767350929,11.9524328515264
914,"Sverige riksrep",0,1,"0",NA,NA,3,2,4,3,3,1,4,2,0,1,0,1,2,1,1.17647058823529,1.48148148148148,0.767350929,16.6131092862998
1223,"Sverige riksrep",0,0,"0",NA,NA,5,5,3,4,3,1,4,2,1,1,1,1,1,0,2.94117647058824,0.774193548387097,0.767350929,14.7177368200511
2349,"Sverige riksrep",0,1,"1",NA,NA,5,3,4,5,3,3,3,3,0,1,0,1,2,0,1.875,1.08108108108108,0.767350929,14.7177368200511
831,"Sverige riksrep",0,0,"2",NA,NA,8,4,4,4,2,1,2,1,0,NA,1,0,NA,0,1.25,1.11111111111111,0.767350929,10.7438142189873
1309,"Sverige riksrep",0,0,"2",NA,NA,5,4,4,5,3,2,3,2,0,0,0,1,1,0,1.66666666666667,1.11111111111111,0.767350929,14.7177368200511
648,"Sverige riksrep",0,1,"0",NA,NA,2,1,3,3,4,1,3,2,0,1,1,1,1,0,0.666666666666667,1.07142857142857,0.767350929,11.9524328515264
1364,"Sverige riksrep",0,0,"1",NA,NA,2,4,5,5,NA,2,4,1,0,1,0,1,NA,0,2.11764705882353,1.36363636363636,0.767350929,11.9524328515264
641,"Sverige riksrep",0,1,"0",NA,NA,3,3,4,4,3,4,4,4,1,1,1,1,0,0,1.30434782608696,1.9047619047619,0.767350929,16.6131092862998
1362,"Sverige riksrep",0,0,"1",NA,NA,7,5,4,5,1,1,1,2,0,1,1,1,2,0,1.47058823529412,1.08108108108108,0.767350929,13.5793528618802
1836,"Sverige riksrep",0,0,"1",NA,NA,4,2,2,3,3,2,3,2,1,1,1,1,1,0,0.909090909090909,1.11111111111111,0.767350929,16.4057161730772
2525,"Sverige riksrep",0,1,"2",NA,NA,3,2,2,4,2,3,3,2,0,1,0,1,2,0,1.17647058823529,0.692307692307692,0.767350929,16.6131092862998
742,"Sverige riksrep",0,1,"0",NA,NA,2,5,5,5,1,1,1,1,1,1,1,1,1,0,1.66666666666667,1.25,0.767350929,11.9524328515264
863,"Sverige riksrep",0,0,"0",NA,NA,2,5,5,5,3,1,5,2,0,0,1,1,2,0,2,1.13636363636364,0.767350929,11.9524328515264
1760,"Sverige riksrep",0,1,"2",NA,NA,8,5,5,5,3,3,4,2,0,0,0,1,1,0,1.66666666666667,1.15384615384615,0.767350929,10.7438142189873
917,"Sverige riksrep",0,0,"2",NA,NA,6,4,4,4,3,2,3,NA,0,0,0,NA,NA,0,1.9047619047619,1.81818181818182,0.767350929,14.0101476731281
1588,"Sverige riksrep",0,0,"0",NA,NA,3,5,5,5,3,1,3,3,0,1,0,0,0,0,1.78571428571429,1.47058823529412,0.767350929,16.6131092862998
773,"Sverige riksrep",0,0,"1",NA,NA,2,4,4,4,4,2,3,3,1,1,1,1,0,0,1.53846153846154,1.48148148148148,0.767350929,11.9524328515264
1350,"Sverige riksrep",0,1,"1",NA,NA,2,3,4,4,3,3,4,3,1,1,0,1,1,0,1.5,1.14285714285714,0.767350929,11.9524328515264
600,"Sverige riksrep",0,1,"1",NA,NA,3,1,2,3,3,1,4,2,1,1,1,1,2,0,0.529411764705882,0.857142857142857,0.767350929,16.6131092862998
1611,"Sverige riksrep",0,1,"2",NA,NA,5,3,4,4,3,3,2,2,0,0,1,1,2,0,1.66666666666667,1.48148148148148,0.767350929,14.7177368200511
846,"Sverige riksrep",0,0,"1",NA,NA,4,3,3,3,3,4,3,3,1,1,1,1,2,0,1.5,1.36363636363636,0.767350929,16.4057161730772
810,"Sverige riksrep",0,0,"1",NA,NA,2,3,3,3,3,1,3,2,1,1,0,1,0,1,1.03448275862069,1.2,0.767350929,11.9524328515264
2272,"Sverige riksrep",0,1,"1",NA,NA,6,NA,NA,1,2,NA,NA,NA,0,1,1,0,NA,0,NA,NA,0.767350929,14.0101476731281
1780,"Sverige riksrep",0,0,"1",NA,NA,2,5,NA,5,2,1,3,1,0,1,0,1,2,1,2.8125,NA,0.767350929,11.9524328515264
800,"Sverige riksrep",0,0,"2",NA,NA,5,4,5,5,2,3,2,2,0,0,1,1,2,0,1.33333333333333,1.47058823529412,0.767350929,14.7177368200511
847,"Sverige riksrep",0,0,"1",NA,NA,5,2,3,3,2,2,3,2,0,1,1,1,1,0,1.05263157894737,1.15384615384615,0.767350929,14.7177368200511
1442,"Sverige riksrep",0,0,"0",NA,NA,2,5,4,5,3,2,NA,4,1,1,1,1,2,0,2.38095238095238,1.29032258064516,0.767350929,11.9524328515264
2002,"Sverige riksrep",0,1,"1",NA,NA,8,3,4,4,3,3,3,NA,0,1,0,0,0,0,1.11111111111111,1.11111111111111,0.767350929,10.7438142189873
784,"Sverige riksrep",0,0,"2",NA,NA,4,NA,4,5,3,3,NA,NA,NA,0,0,1,0,0,NA,1.52380952380952,0.767350929,16.4057161730772
1263,"Sverige riksrep",0,0,"2",NA,NA,8,3,4,4,3,2,3,2,1,0,1,1,1,0,1.30434782608696,1.08108108108108,0.767350929,10.7438142189873
2273,"Sverige riksrep",0,0,"1",NA,NA,5,5,4,5,3,2,2,4,1,1,1,1,1,0,1.78571428571429,1,0.767350929,14.7177368200511
2040,"Sverige riksrep",0,0,"1",NA,NA,5,1,5,5,3,2,2,2,0,1,1,1,1,0,0.625,1.11111111111111,0.767350929,14.7177368200511
1608,"Sverige riksrep",0,1,"1",NA,NA,6,4,4,3,2,2,2,3,0,1,1,1,2,0,1.73913043478261,1.29032258064516,0.767350929,14.0101476731281
1422,"Sverige riksrep",0,0,"1",NA,NA,2,2,1,2,1,1,4,3,0,1,0,0,2,0,1.42857142857143,0.476190476190476,0.767350929,11.9524328515264
1938,"Sverige riksrep",0,1,"0",NA,NA,2,4,5,4,2,4,5,5,1,1,1,1,0,0,1.6,1.47058823529412,0.767350929,11.9524328515264
726,"Sverige riksrep",0,1,"1",NA,NA,4,5,5,5,2,1,2,1,1,1,0,1,0,0,1.92307692307692,2.38095238095238,0.767350929,16.4057161730772
625,"Sverige riksrep",0,0,"1",NA,NA,2,5,5,5,2,2,2,3,1,0,0,0,1,0,1.78571428571429,1.19047619047619,0.767350929,11.9524328515264
720,"Sverige riksrep",0,1,"2",NA,NA,2,4,3,4,2,2,3,2,1,0,0,1,1,0,2.22222222222222,1.66666666666667,0.767350929,11.9524328515264
656,"Sverige riksrep",0,0,"0",NA,NA,5,4,3,4,2,2,3,2,0,1,1,1,1,0,1.9047619047619,1.2,0.767350929,14.7177368200511
1366,"Sverige riksrep",0,1,"2",NA,NA,2,4,4,5,3,3,3,3,0,0,0,1,2,1,2,0.952380952380952,0.767350929,11.9524328515264
1970,"Sverige riksrep",0,1,"0",NA,NA,5,4,3,3,NA,2,4,2,0,0,1,1,1,0,1.42857142857143,1.15384615384615,0.767350929,14.7177368200511
1439,"Sverige riksrep",0,1,"1",NA,NA,2,2,3,3,2,2,2,2,0,1,1,1,2,0,1.25,1.07142857142857,0.767350929,11.9524328515264
2116,"Sverige riksrep",0,0,"2",NA,NA,4,5,4,4,2,1,3,1,NA,0,1,0,0,0,1.78571428571429,1.29032258064516,0.767350929,16.4057161730772
887,"Sverige riksrep",0,1,"2",NA,NA,2,4,3,1,1,1,1,1,0,0,1,1,2,0,2.22222222222222,2.30769230769231,0.767350929,11.9524328515264
861,"Sverige riksrep",0,1,"1",NA,NA,7,3,3,3,2,3,2,1,1,1,0,1,2,1,1.875,1.30434782608696,0.767350929,13.5793528618802
1265,"Sverige riksrep",0,0,"1",NA,NA,4,3,3,4,3,3,4,4,1,0,1,1,1,1,1.30434782608696,0.9375,0.767350929,16.4057161730772
1537,"Sverige riksrep",0,0,"0",NA,NA,2,NA,4,5,3,1,NA,1,0,0,0,0,1,0,NA,1.28,0.767350929,11.9524328515264
1759,"Sverige riksrep",0,0,"1",NA,NA,2,4,3,4,NA,1,NA,1,0,1,0,1,NA,0,2.11764705882353,1.5,0.767350929,11.9524328515264
905,"Sverige riksrep",0,1,"0",NA,NA,4,3,3,3,3,3,2,3,1,1,0,0,NA,0,1.15384615384615,0.9375,0.767350929,16.4057161730772
979,"Sverige riksrep",0,0,"1",NA,NA,5,4,5,5,2,2,4,3,1,1,1,1,1,0,1.33333333333333,1.25,0.767350929,14.7177368200511
888,"Sverige riksrep",0,0,"2",NA,NA,4,5,5,5,2,2,3,2,1,0,1,1,2,0,1.55172413793103,1.08108108108108,0.767350929,16.4057161730772
1417,"Sverige riksrep",0,0,"1",NA,NA,4,5,4,5,3,3,3,4,1,1,1,1,0,0,2.08333333333333,1.6,0.767350929,16.4057161730772
1450,"Sverige riksrep",0,0,"0",NA,NA,5,3,3,3,2,2,2,2,0,1,1,0,1,0,0.967741935483871,0.882352941176471,0.767350929,14.7177368200511
1044,"Sverige riksrep",0,1,"0",NA,NA,5,5,5,5,1,1,2,2,1,1,1,1,1,0,1.92307692307692,1.35135135135135,0.767350929,14.7177368200511
1347,"Sverige riksrep",0,0,"2",NA,NA,7,2,3,2,2,2,3,1,1,0,0,1,NA,0,1.53846153846154,1.57894736842105,0.767350929,13.5793528618802
571,"Sverige riksrep",0,0,"1",NA,NA,2,4,3,4,3,1,3,1,1,1,0,1,1,0,1.25,0.9375,0.767350929,11.9524328515264
2410,"Sverige riksrep",0,0,"0",NA,NA,3,3,4,5,2,1,2,1,1,1,1,1,2,0,1.15384615384615,1.02564102564103,0.767350929,16.6131092862998
2538,"Sverige riksrep",0,1,"0",NA,NA,6,2,4,4,3,1,3,2,0,1,1,1,2,0,0.952380952380952,1.05263157894737,0.767350929,14.0101476731281
661,"Sverige riksrep",0,1,"0",NA,NA,2,4,2,2,2,2,5,2,NA,1,1,1,0,0,1.42857142857143,0.952380952380952,0.767350929,11.9524328515264
2075,"Sverige riksrep",0,1,"0",NA,NA,5,5,2,5,3,1,3,2,1,1,1,1,1,0,1.92307692307692,0.714285714285714,0.767350929,14.7177368200511
1037,"Sverige riksrep",0,1,"1",NA,NA,2,4,4,4,4,2,4,2,1,1,1,1,1,0,1.81818181818182,1.66666666666667,0.767350929,11.9524328515264
1163,"Sverige riksrep",0,0,"2",NA,NA,6,5,5,5,4,2,4,2,0,0,0,1,2,0,1.61290322580645,1.11111111111111,0.767350929,14.0101476731281
1620,"Sverige riksrep",0,0,"0",NA,NA,5,4,4,5,3,2,3,3,0,1,1,1,2,0,1.17647058823529,1.29032258064516,0.767350929,14.7177368200511
748,"Sverige riksrep",0,1,"0",NA,NA,5,1,NA,5,2,1,3,2,0,1,1,1,2,0,0.444444444444444,NA,0.767350929,14.7177368200511
1462,"Sverige riksrep",0,0,"0",NA,NA,2,4,4,4,3,2,2,2,1,1,0,1,0,0,1.48148148148148,1.14285714285714,0.767350929,11.9524328515264
1485,"Sverige riksrep",0,1,"0",NA,NA,5,4,4,4,3,3,5,4,0,1,1,1,0,0,2,1.25,0.767350929,14.7177368200511
2342,"Sverige riksrep",0,0,"2",NA,NA,2,5,5,5,3,2,3,3,1,0,0,1,NA,0,1.55172413793103,1.11111111111111,0.767350929,11.9524328515264
1917,"Sverige riksrep",0,0,"1",NA,NA,5,5,5,5,3,3,5,2,1,0,0,1,1,0,1.78571428571429,1.13636363636364,0.767350929,14.7177368200511
2266,"Sverige riksrep",0,0,"0",NA,NA,3,4,2,4,3,2,3,3,1,1,1,1,1,0,1.33333333333333,0.666666666666667,0.767350929,16.6131092862998
575,"Sverige riksrep",0,0,"0",NA,NA,4,4,4,5,2,3,3,3,NA,1,1,1,1,0,1.25,1.29032258064516,0.767350929,16.4057161730772
1881,"Sverige riksrep",0,0,"1",NA,NA,5,5,5,5,4,2,4,3,0,0,1,1,2,0,1.51515151515152,1.11111111111111,0.767350929,14.7177368200511
1156,"Sverige riksrep",0,1,"2",NA,NA,4,3,4,4,3,2,3,2,1,0,0,1,0,0,1.875,1.21212121212121,0.767350929,16.4057161730772
619,"Sverige riksrep",0,0,"2",NA,NA,5,3,4,4,1,1,2,1,NA,0,1,NA,2,0,1.57894736842105,1.02564102564103,0.767350929,14.7177368200511
2452,"Sverige riksrep",0,0,"0",NA,NA,5,2,3,3,4,2,3,2,0,1,0,1,2,0,0.833333333333333,1,0.767350929,14.7177368200511
590,"Sverige riksrep",0,0,"1",NA,NA,5,3,2,1,3,2,2,3,0,1,0,1,0,0,2.14285714285714,1.25,0.767350929,14.7177368200511
1150,"Sverige riksrep",0,0,"1",NA,NA,8,3,3,3,3,3,3,2,0,1,1,1,2,0,2,1.8,0.767350929,10.7438142189873
2281,"Sverige riksrep",0,0,"1",NA,NA,3,4,4,4,1,2,2,2,1,1,1,1,2,0,1.42857142857143,1,0.767350929,16.6131092862998
1892,"Sverige riksrep",0,0,"2",NA,NA,2,2,3,5,2,2,3,2,0,0,0,1,1,0,1.42857142857143,1.11111111111111,0.767350929,11.9524328515264
1848,"Sverige riksrep",0,1,"2",NA,NA,5,5,4,5,1,1,2,3,1,0,0,0,2,0,2.27272727272727,1.73913043478261,0.767350929,14.7177368200511
750,"Sverige riksrep",0,1,"1",NA,NA,6,1,1,2,2,2,2,2,0,1,0,1,2,0,0.909090909090909,0.555555555555556,0.767350929,14.0101476731281
1510,"Sverige riksrep",0,0,"0",NA,NA,2,3,1,1,1,1,1,4,0,1,1,1,2,0,1.25,0.344827586206897,0.767350929,11.9524328515264
2234,"Sverige riksrep",0,0,"1",NA,NA,6,3,NA,4,1,1,2,2,NA,1,1,1,1,1,1.07142857142857,NA,0.767350929,14.0101476731281
1731,"Sverige riksrep",0,0,"1",NA,NA,4,4,4,4,2,2,3,3,NA,1,1,1,1,0,1.33333333333333,0.923076923076923,0.767350929,16.4057161730772
1005,"Sverige riksrep",0,1,"1",NA,NA,2,3,4,4,3,3,4,3,1,1,0,1,1,0,1.11111111111111,1.29032258064516,0.767350929,11.9524328515264
617,"Sverige riksrep",0,0,"1",NA,NA,4,5,5,5,3,2,3,3,1,1,1,1,0,0,2.08333333333333,1.31578947368421,0.767350929,16.4057161730772
1888,"Sverige riksrep",0,0,"2",NA,NA,7,5,4,5,3,1,3,1,NA,0,0,1,0,0,2.17391304347826,1.53846153846154,0.767350929,13.5793528618802
1310,"Sverige riksrep",0,0,"1",NA,NA,4,4,4,4,2,1,3,1,0,0,0,0,0,0,1.48148148148148,1.33333333333333,0.767350929,16.4057161730772
309,"Sverige riksrep",0,0,"0",NA,NA,3,3,NA,3,NA,NA,NA,3,0,1,0,1,NA,0,1.2,NA,0.767350929,16.6131092862998
752,"Sverige riksrep",0,1,"0",NA,NA,4,5,4,4,1,2,1,3,1,1,1,0,NA,0,2.27272727272727,NA,0.767350929,16.4057161730772
1470,"Sverige riksrep",0,1,"0",NA,NA,8,4,4,4,2,2,1,1,1,1,1,1,1,0,1.33333333333333,1.29032258064516,0.767350929,10.7438142189873
1003,"Sverige riksrep",0,0,"1",NA,NA,2,4,4,5,2,2,4,2,1,1,0,0,2,0,1.53846153846154,1.21212121212121,0.767350929,11.9524328515264
987,"Sverige riksrep",0,0,"0",NA,NA,2,5,5,5,1,1,1,1,1,1,1,1,1,0,1.61290322580645,1.16279069767442,0.767350929,11.9524328515264
2187,"Sverige riksrep",0,0,"0",NA,NA,2,4,4,4,4,2,3,3,1,1,1,1,1,0,1.53846153846154,1.05263157894737,0.767350929,11.9524328515264
722,"Sverige riksrep",0,0,"0",NA,NA,2,5,4,4,3,3,4,3,1,0,0,1,1,0,1.51515151515152,1.33333333333333,0.767350929,11.9524328515264
